RatID,Stage,Trial,Left Medium,Left Odor,Right Medium,Right Odor,Correct/Incorrect,Rewarded,Investigation,Omit/Note,nLatency,Latency,First Response (side),First Response (correct?)
44,SD,1,M3,O,M4,O,1,M4,Choice 2,,0:51,51,L,0
44,SD,2,M4,O,M3,O,0,M4,Choice 1,,0:05,5,R,0
44,SD,3,M4,O,M3,O,1,M4,Choice 2,,0:05,5,R,0
44,SD,4,M3,O,M4,O,1,M4,Choice 1,,0:20,20,R,1
44,SD,5,M4,O,M3,O,1,M4,Choice 1,,0:05,5,L,1
44,SD,6,M4,O,M3,O,1,M4,Choice 1,,0:03,3,L,1
44,SD,7,M3,O,M4,O,0,M4,Choice 1,,0:08,8,L,0
44,SD,8,M4,O,M3,O,1,M4,Choice 1,,0:05,5,L,1
44,SD,9,M3,O,M4,O,1,M4,Choice 2,,0:04,4,L,0
44,SD,10,M4,O,M3,O,1,M4,Choice 1,,0:05,5,L,1
44,SD,11,M3,O,M4,O,1,M4,Choice 2,,0:05,5,L,0
44,SD,12,M3,O,M4,O,1,M4,Choice 1,,0:03,3,R,1
44,SD,13,M4,O,M3,O,1,M4,Choice 1,,0:04,4,L,1
44,CD,1,M3,O3,M4,O4,1,M4,Choice 2,,0:20,20,L,0
44,CD,2,M4,O4,M3,O3,1,M4,Choice 1,,0:03,3,L,1
44,CD,3,M4,O3,M3,O4,0,M4,Choice 2,,0:10,10,L,1
44,CD,4,M3,O4,M4,O3,1,M4,Choice 2,,0:05,5,L,0
44,CD,5,M4,O4,M3,O3,1,M4,Choice 1,,0:03,3,L,1
44,CD,6,M4,O3,M3,O4,1,M4,Choice 2,,0:05,5,L,1
44,CD,7,M3,O3,M4,O4,0,M4,Choice 1,,0:15,15,L,0
44,CD,8,M4,O4,M3,O3,1,M4,Choice 1,,0:04,4,L,1
44,CD,9,M3,O4,M4,O3,1,M4,Choice 2,,0:04,4,L,0
44,CD,10,M4,O3,M3,O4,1,M4,Choice 1,,0:03,3,L,1
44,CD,11,M3,O3,M4,O4,1,M4,Choice 2,,0:03,3,L,0
44,CD,12,M3,O4,M4,O3,1,M4,Choice 1,,0:05,5,R,1
44,CD,13,M4,O4,M3,O3,1,M4,Choice 1,,0:03,3,L,1
44,REV1,1,M3,O3,M4,O4,0,M3,Choice 1,,0:07,7,R,0
44,REV1,2,M4,O4,M3,O3,0,M3,Choice 2,,0:04,4,R,1
44,REV1,3,M4,O3,M3,O4,0,M3,Choice 1,,0:04,4,L,0
44,REV1,4,M3,O4,M4,O3,0,M3,Choice 1,,0:09,9,L,1
44,REV1,5,M4,O4,M3,O3,0,M3,Choice 1,,0:06,6,L,0
44,REV1,6,M4,O3,M3,O4,0,M3,Choice 1,,0:09,9,L,0
44,REV1,7,M3,O3,M4,O4,1,M3,Choice 1,,0:04,4,L,1
44,REV1,8,M4,O4,M3,O3,1,M3,Choice 1,,0:11,11,R,1
44,REV1,9,M3,O4,M4,O3,1,M3,Choice 1,,0:03,3,L,1
44,REV1,10,M4,O3,M3,O4,0,M3,Choice 1,,0:14,14,L,0
44,REV1,11,M3,O3,M4,O4,1,M3,Choice 1,,0:03,3,L,1
44,REV1,12,M3,O4,M4,O3,1,M3,Choice 1,,0:03,3,L,1
44,REV1,13,M4,O4,M3,O3,1,M3,Choice 2,,0:13,13,L,0
44,REV1,14,M3,O3,M4,O4,1,M3,Choice 1,,0:03,3,L,1
44,REV1,15,M3,O4,M4,O3,1,M3,Choice 1,,0:03,3,L,1
44,REV1,16,M4,O3,M3,O4,1,M3,Choice 2,,0:07,7,L,0
44,ID,1,M5,O5,M6,O6,1,M6,Choice 1,,0:15,15,L,0
44,ID,2,M6,O6,M5,O5,1,M6,Choice 1,,0:04,4,L,1
44,ID,3,M6,O5,M5,O6,1,M6,Choice 1,,0:06,6,L,1
44,ID,4,M5,O6,M6,O5,1,M6,Choice 1,,0:04,4,R,1
44,ID,5,M6,O6,M5,O5,1,M6,Choice 1,,1:00,0,L,1
44,ID,6,M6,O5,M5,O6,1,M6,Choice 1,,0:03,3,L,0
44,REV2,1,M5,O5,M6,O6,1,M5,Choice 1,,0:05,5,L,1
44,REV2,2,M6,O6,M5,O5,1,M5,Choice 1,,0:13,13,R,1
44,REV2,3,M6,O5,M5,O6,0,M5,Choice 1,,0:04,4,L,0
44,REV2,4,M5,O6,M6,O5,1,M5,Choice 1,,0:04,4,L,1
44,REV2,5,M6,O6,M5,O5,0,M5,Choice 1,,0:05,5,L,0
44,REV2,6,M6,O5,M5,O6,1,M5,Choice 1,,0:04,4,R,1
44,REV2,7,M5,O5,M6,O6,1,M5,Choice 1,,0:19,19,L,1
44,REV2,8,M6,O6,M5,O5,1,M5,Choice 1,,0:14,14,R,1
44,REV2,9,M5,O6,M6,O5,1,M5,Choice 1,,0:03,3,L,1
44,REV2,10,M6,O5,M5,O6,1,M5,Choice 1,,0:36,36,R,1
44,REV2,11,M5,O5,M6,O6,1,M5,Choice 1,,0:05,5,L,1
44,ED,1,M1,O1,M2,O2,0,O2,Choice 2,,0:38,38,L,0
44,ED,2,M2,O2,M1,O1,1,O2,Choice 1,,0:05,5,L,1
44,ED,3,M2,O1,M1,O2,0,O2,Choice 1,,0:08,8,L,0
44,ED,4,M1,O2,M2,O1,1,O2,Choice 1,,0:03,3,L,1
44,ED,5,M2,O2,M1,O1,0,O2,Choice 1,,0:13,13,R,0
44,ED,6,M2,O1,M1,O2,1,O2,Choice 2,,0:08,8,L,0
44,ED,7,M1,O1,M2,O2,0,O2,Choice 1,,0:04,4,L,0
44,ED,8,M2,O2,M1,O1,1,O2,Choice 1,,0:04,4,L,1
44,ED,9,M1,O2,M2,O1,1,O2,Choice 1,,0:05,5,L,1
44,ED,10,M2,O1,M1,O2,0,O2,Choice 1,,0:06,6,L,0
44,ED,11,M1,O1,M2,O2,0,O2,Choice 1,,0:03,3,L,0
44,ED,12,M1,O2,M2,O1,1,O2,Choice 1,,0:04,4,L,1
44,ED,13,M2,O2,M1,O1,0,O2,Choice 1,,0:10,10,R,0
44,ED,14,M1,O1,M2,O2,1,O2,Choice 2,,0:10,10,L,0
44,ED,15,M1,O2,M2,O1,1,O2,Choice 1,,0:04,4,L,1
44,ED,16,M2,O1,M1,O2,0,O2,Choice 1,,0:03,3,L,0
44,ED,17,M2,O2,M1,O1,1,O2,Choice 1,,0:03,3,L,1
44,ED,18,M1,O2,M2,O1,1,O2,Choice 1,,0:04,4,L,1
44,ED,19,M1,O1,M2,O2,1,O2,Choice 2,,0:08,8,L,0
44,ED,20,M2,O2,M1,O1,1,O2,Choice 1,,0:04,4,L,1
44,ED,21,M2,O1,M1,O2,1,O2,Choice 2,,0:06,6,L,0
44,ED,22,M1,O2,M2,O1,1,O2,Choice 1,,0:04,4,L,1
44,REV3,1,M1,O1,M2,O2,0,O1,Choice 2,,0:08,8,L,1
44,REV3,2,M2,O2,M1,O1,1,O1,Choice 2,,0:17,17,L,0
44,REV3,3,M2,O1,M1,O2,0,O1,Choice 2,,0:07,7,L,1
44,REV3,4,M1,O2,M2,O1,0,O1,Choice 1,,0:03,3,L,0
44,REV3,5,M2,O2,M1,O1,1,O1,Choice 2,,0:12,12,L,0
44,REV3,6,M2,O1,M1,O2,0,O1,Choice 1,,0:29,29,R,0
44,REV3,7,M1,O1,M2,O2,1,O1,Choice 1,,0:03,3,L,1
44,REV3,8,M2,O2,M1,O1,0,O1,Choice 1,,0:10,10,L,0
44,REV3,9,M1,O2,M2,O1,1,O1,Choice 2,,0:08,8,L,0
44,REV3,10,M2,O1,M1,O2,1,O1,Choice 1,,0:03,3,L,1
44,REV3,11,M1,O1,M2,O2,1,O1,Choice 2,,0:21,21,R,0
44,REV3,12,M1,O2,M2,O1,1,O1,Choice 2,,0:04,4,L,0
44,REV3,13,M2,O2,M1,O1,1,O1,Choice 2,,0:12,12,L,0
44,REV3,14,M1,O1,M2,O2,1,O1,Choice 1,,0:03,3,L,1
